condition,task,day,group,freq_hz,power_uV2_per_Hz
meditation,Retrieval,2,frontopolar,37.0,0.0087717076149414
meditation,Retrieval,2,frontopolar,37.5,0.0076176062809682
meditation,Retrieval,2,frontopolar,38.0,0.0030595461742617
meditation,Retrieval,2,frontopolar,38.5,0.0043535382234939
meditation,Retrieval,2,frontopolar,39.0,0.0036093513843716
meditation,Retrieval,2,frontopolar,39.5,0.002313703113542
meditation,Retrieval,2,frontopolar,40.0,0.0009858235670943
meditation,Retrieval,3,frontopolar,0.5,0.0467782171314662
meditation,Retrieval,3,frontopolar,1.0,0.6656592579645251
meditation,Retrieval,3,frontopolar,1.5,2.150221916134428
meditation,Retrieval,3,frontopolar,2.0,1.607999296453289
meditation,Retrieval,3,frontopolar,2.5,1.106878038204565
meditation,Retrieval,3,frontopolar,3.0,0.9704642423552012
meditation,Retrieval,3,frontopolar,3.5,0.4215868591742775
meditation,Retrieval,3,frontopolar,4.0,0.2812387421059393
meditation,Retrieval,3,frontopolar,4.5,0.4800069083076303
meditation,Retrieval,3,frontopolar,5.0,0.3635169092612098
meditation,Retrieval,3,frontopolar,5.5,0.4706683205216866
meditation,Retrieval,3,frontopolar,6.0,0.7321154102574884
meditation,Retrieval,3,frontopolar,6.5,0.9590954613139884
meditation,Retrieval,3,frontopolar,7.0,0.2955451413898424
meditation,Retrieval,3,frontopolar,7.5,0.3949602682651508
meditation,Retrieval,3,frontopolar,8.0,0.4306859360211216
meditation,Retrieval,3,frontopolar,8.5,0.734283531751273
meditation,Retrieval,3,frontopolar,9.0,0.5449268652756023
meditation,Retrieval,3,frontopolar,9.5,0.3202884950512241
meditation,Retrieval,3,frontopolar,10.0,0.5520824026847302
meditation,Retrieval,3,frontopolar,10.5,0.8444471416390711
meditation,Retrieval,3,frontopolar,11.0,1.3716207564633778
meditation,Retrieval,3,frontopolar,11.5,0.9000083699069314
meditation,Retrieval,3,frontopolar,12.0,0.4955488270355258
meditation,Retrieval,3,frontopolar,12.5,0.3558068491786583
meditation,Retrieval,3,frontopolar,13.0,0.6559480006874536
meditation,Retrieval,3,frontopolar,13.5,0.2925218686719339
meditation,Retrieval,3,frontopolar,14.0,0.3785057793421202
meditation,Retrieval,3,frontopolar,14.5,0.4364068809286981
meditation,Retrieval,3,frontopolar,15.0,0.3459914574257659
meditation,Retrieval,3,frontopolar,15.5,0.3460416897938918
meditation,Retrieval,3,frontopolar,16.0,0.3519715428869211
meditation,Retrieval,3,frontopolar,16.5,0.2977967212812037
meditation,Retrieval,3,frontopolar,17.0,0.2505304188983019
meditation,Retrieval,3,frontopolar,17.5,0.3813422395555343
meditation,Retrieval,3,frontopolar,18.0,0.2955127369765371
meditation,Retrieval,3,frontopolar,18.5,0.5546055185010184
meditation,Retrieval,3,frontopolar,19.0,0.3923656732264675
meditation,Retrieval,3,frontopolar,19.5,0.3165664362650716
meditation,Retrieval,3,frontopolar,20.0,0.2695199734028461
meditation,Retrieval,3,frontopolar,20.5,0.1880082791477121
meditation,Retrieval,3,frontopolar,21.0,0.5381140525941479
meditation,Retrieval,3,frontopolar,21.5,0.4906967898840138
meditation,Retrieval,3,frontopolar,22.0,0.4067253583023782
meditation,Retrieval,3,frontopolar,22.5,0.3688171408531457
meditation,Retrieval,3,frontopolar,23.0,0.314236684087962
meditation,Retrieval,3,frontopolar,23.5,0.3730853736881562
meditation,Retrieval,3,frontopolar,24.0,0.3161000895904744
meditation,Retrieval,3,frontopolar,24.5,0.4756999567247048
meditation,Retrieval,3,frontopolar,25.0,0.4822040986779525
meditation,Retrieval,3,frontopolar,25.5,0.5322581055831415
meditation,Retrieval,3,frontopolar,26.0,0.3779552393392092
meditation,Retrieval,3,frontopolar,26.5,0.4309523417203705
meditation,Retrieval,3,frontopolar,27.0,0.530535412700468
meditation,Retrieval,3,frontopolar,27.5,0.2856934578186975
meditation,Retrieval,3,frontopolar,28.0,0.2356629539518754
meditation,Retrieval,3,frontopolar,28.5,0.3937168925626593
meditation,Retrieval,3,frontopolar,29.0,0.4106167751222137
meditation,Retrieval,3,frontopolar,29.5,0.3329528591887764
meditation,Retrieval,3,frontopolar,30.0,0.2405725158513864
meditation,Retrieval,3,frontopolar,30.5,0.1939201803431221
meditation,Retrieval,3,frontopolar,31.0,0.2205237740085996
meditation,Retrieval,3,frontopolar,31.5,0.277232404392555
meditation,Retrieval,3,frontopolar,32.0,0.3466755024650585
meditation,Retrieval,3,frontopolar,32.5,0.2171001708106377
meditation,Retrieval,3,frontopolar,33.0,0.3136441752594577
meditation,Retrieval,3,frontopolar,33.5,0.3776453953973852
meditation,Retrieval,3,frontopolar,34.0,0.3700732952215313
meditation,Retrieval,3,frontopolar,34.5,0.1995904337639433
meditation,Retrieval,3,frontopolar,35.0,0.1539762783216862
meditation,Retrieval,3,frontopolar,35.5,0.2228780830974504
meditation,Retrieval,3,frontopolar,36.0,0.1731020565581144
meditation,Retrieval,3,frontopolar,36.5,0.2284482125385498
meditation,Retrieval,3,frontopolar,37.0,0.204708828151968
meditation,Retrieval,3,frontopolar,37.5,0.1335084430963409
meditation,Retrieval,3,frontopolar,38.0,0.1572186912172872
meditation,Retrieval,3,frontopolar,38.5,0.0512065901380557
meditation,Retrieval,3,frontopolar,39.0,0.0714307324997248
meditation,Retrieval,3,frontopolar,39.5,0.0789120195882475
meditation,Retrieval,3,frontopolar,40.0,0.0523410402973989
meditation,Retrieval,4,frontopolar,0.5,0.1164928633112182
meditation,Retrieval,4,frontopolar,1.0,1.0774814366975174
meditation,Retrieval,4,frontopolar,1.5,1.747807858024134
meditation,Retrieval,4,frontopolar,2.0,2.352275734430026
meditation,Retrieval,4,frontopolar,2.5,2.3438934694053857
meditation,Retrieval,4,frontopolar,3.0,1.822566194520792
meditation,Retrieval,4,frontopolar,3.5,1.05376565578524
meditation,Retrieval,4,frontopolar,4.0,0.4053499998600032
meditation,Retrieval,4,frontopolar,4.5,0.4904598749836662
meditation,Retrieval,4,frontopolar,5.0,0.3970070815996633
meditation,Retrieval,4,frontopolar,5.5,0.540798147263909
meditation,Retrieval,4,frontopolar,6.0,0.9891444450377336
meditation,Retrieval,4,frontopolar,6.5,0.5677881214956683
meditation,Retrieval,4,frontopolar,7.0,0.7109357871020021
meditation,Retrieval,4,frontopolar,7.5,0.5483617057080651
meditation,Retrieval,4,frontopolar,8.0,0.3392837696082594
meditation,Retrieval,4,frontopolar,8.5,0.3116777669997522
meditation,Retrieval,4,frontopolar,9.0,0.5760151354324095
meditation,Retrieval,4,frontopolar,9.5,0.7770518760474319
meditation,Retrieval,4,frontopolar,10.0,0.5760952458222589
meditation,Retrieval,4,frontopolar,10.5,0.694277299366461
meditation,Retrieval,4,frontopolar,11.0,0.6863363563980973
meditation,Retrieval,4,frontopolar,11.5,0.7715389463295722
meditation,Retrieval,4,frontopolar,12.0,0.2848098070938761
meditation,Retrieval,4,frontopolar,12.5,0.1990292798322128
meditation,Retrieval,4,frontopolar,13.0,0.3411614047577477
meditation,Retrieval,4,frontopolar,13.5,0.4997173689855983
meditation,Retrieval,4,frontopolar,14.0,0.4528665736875492
meditation,Retrieval,4,frontopolar,14.5,0.2986977280465065
meditation,Retrieval,4,frontopolar,15.0,0.3782266794774641
meditation,Retrieval,4,frontopolar,15.5,0.3707353140654116
meditation,Retrieval,4,frontopolar,16.0,0.2708671363685396
meditation,Retrieval,4,frontopolar,16.5,0.3642479203932577
meditation,Retrieval,4,frontopolar,17.0,0.6743906177893735
meditation,Retrieval,4,frontopolar,17.5,0.4479690481649747
meditation,Retrieval,4,frontopolar,18.0,0.2373129823185112
meditation,Retrieval,4,frontopolar,18.5,0.4120635548954059
meditation,Retrieval,4,frontopolar,19.0,0.4035858957127862
meditation,Retrieval,4,frontopolar,19.5,0.3282052095434733
meditation,Retrieval,4,frontopolar,20.0,0.5288656260999991
meditation,Retrieval,4,frontopolar,20.5,0.335476840182503
meditation,Retrieval,4,frontopolar,21.0,0.2788705773062723
meditation,Retrieval,4,frontopolar,21.5,0.4762340635097334
meditation,Retrieval,4,frontopolar,22.0,0.5386072400796411
meditation,Retrieval,4,frontopolar,22.5,0.5932243619065045
meditation,Retrieval,4,frontopolar,23.0,0.662138564148677
meditation,Retrieval,4,frontopolar,23.5,0.4871957674187361
meditation,Retrieval,4,frontopolar,24.0,0.3593600213462622
meditation,Retrieval,4,frontopolar,24.5,0.1682111078622592
meditation,Retrieval,4,frontopolar,25.0,0.1946043790789041
meditation,Retrieval,4,frontopolar,25.5,0.3536593947379747
meditation,Retrieval,4,frontopolar,26.0,0.3654769984399535
meditation,Retrieval,4,frontopolar,26.5,0.2548445973525161
meditation,Retrieval,4,frontopolar,27.0,0.2107662272866464
meditation,Retrieval,4,frontopolar,27.5,0.2886603006958697
meditation,Retrieval,4,frontopolar,28.0,0.2933107151474245
meditation,Retrieval,4,frontopolar,28.5,0.2662920928468103
meditation,Retrieval,4,frontopolar,29.0,0.2460516587823556
meditation,Retrieval,4,frontopolar,29.5,0.2374304679261903
meditation,Retrieval,4,frontopolar,30.0,0.2944090781789172
meditation,Retrieval,4,frontopolar,30.5,0.2826004514993903
meditation,Retrieval,4,frontopolar,31.0,0.2250331182644059
meditation,Retrieval,4,frontopolar,31.5,0.2851974617463217
meditation,Retrieval,4,frontopolar,32.0,0.1377251853690662
meditation,Retrieval,4,frontopolar,32.5,0.1792810398184044
meditation,Retrieval,4,frontopolar,33.0,0.3429834824236472
meditation,Retrieval,4,frontopolar,33.5,0.2125838313144146
meditation,Retrieval,4,frontopolar,34.0,0.1776844226725573
meditation,Retrieval,4,frontopolar,34.5,0.1295692432387955
meditation,Retrieval,4,frontopolar,35.0,0.0937974716563968
meditation,Retrieval,4,frontopolar,35.5,0.1273304380202702
meditation,Retrieval,4,frontopolar,36.0,0.1124455271167725
meditation,Retrieval,4,frontopolar,36.5,0.1095962154072461
meditation,Retrieval,4,frontopolar,37.0,0.0876876480171037
meditation,Retrieval,4,frontopolar,37.5,0.0856342013132408
meditation,Retrieval,4,frontopolar,38.0,0.0622753291644061
meditation,Retrieval,4,frontopolar,38.5,0.037254219696642
meditation,Retrieval,4,frontopolar,39.0,0.0186712887954548
meditation,Retrieval,4,frontopolar,39.5,0.0197493600749752
meditation,Retrieval,4,frontopolar,40.0,0.0280798134953739
meditation,Retrieval,5,frontopolar,0.5,0.0131103407192447
meditation,Retrieval,5,frontopolar,1.0,0.1927003172145659
meditation,Retrieval,5,frontopolar,1.5,0.335485935470293
meditation,Retrieval,5,frontopolar,2.0,0.3896509724419945
meditation,Retrieval,5,frontopolar,2.5,0.2787414239560445
meditation,Retrieval,5,frontopolar,3.0,0.1256550276071636
meditation,Retrieval,5,frontopolar,3.5,0.1150019680564129
meditation,Retrieval,5,frontopolar,4.0,0.0946806372209937
meditation,Retrieval,5,frontopolar,4.5,0.0954757523701736
meditation,Retrieval,5,frontopolar,5.0,0.0623344726594998
meditation,Retrieval,5,frontopolar,5.5,0.0840152308877478
meditation,Retrieval,5,frontopolar,6.0,0.0652056071382576
meditation,Retrieval,5,frontopolar,6.5,0.0549414749209056
meditation,Retrieval,5,frontopolar,7.0,0.0437036008162734
meditation,Retrieval,5,frontopolar,7.5,0.0489386049299934
meditation,Retrieval,5,frontopolar,8.0,0.0659394480569564
meditation,Retrieval,5,frontopolar,8.5,0.0684324704781343
meditation,Retrieval,5,frontopolar,9.0,0.0558462127762456
meditation,Retrieval,5,frontopolar,9.5,0.0397099322107704
meditation,Retrieval,5,frontopolar,10.0,0.0388718473361402
meditation,Retrieval,5,frontopolar,10.5,0.0431201221133184
meditation,Retrieval,5,frontopolar,11.0,0.0488167176941472
meditation,Retrieval,5,frontopolar,11.5,0.0525775772039513
meditation,Retrieval,5,frontopolar,12.0,0.0515059625281989
meditation,Retrieval,5,frontopolar,12.5,0.0537145791933375
meditation,Retrieval,5,frontopolar,13.0,0.0531535819443815
meditation,Retrieval,5,frontopolar,13.5,0.0621358604642891
meditation,Retrieval,5,frontopolar,14.0,0.0695902102885234
meditation,Retrieval,5,frontopolar,14.5,0.1158906142422661
meditation,Retrieval,5,frontopolar,15.0,0.1242383446288703
meditation,Retrieval,5,frontopolar,15.5,0.1269286795181467
meditation,Retrieval,5,frontopolar,16.0,0.1009560983091949
meditation,Retrieval,5,frontopolar,16.5,0.1689495889280438
meditation,Retrieval,5,frontopolar,17.0,0.1022887135452295
meditation,Retrieval,5,frontopolar,17.5,0.1417453153434361
meditation,Retrieval,5,frontopolar,18.0,0.1457386214489776
meditation,Retrieval,5,frontopolar,18.5,0.1652330009153234
meditation,Retrieval,5,frontopolar,19.0,0.1114160410882012
meditation,Retrieval,5,frontopolar,19.5,0.0994010166834828
meditation,Retrieval,5,frontopolar,20.0,0.093047287790025
meditation,Retrieval,5,frontopolar,20.5,0.0756950705664179
meditation,Retrieval,5,frontopolar,21.0,0.1139774244084508
meditation,Retrieval,5,frontopolar,21.5,0.061007462295186
meditation,Retrieval,5,frontopolar,22.0,0.0530898363835855
meditation,Retrieval,5,frontopolar,22.5,0.1055798694668155
meditation,Retrieval,5,frontopolar,23.0,0.0840091597024341
meditation,Retrieval,5,frontopolar,23.5,0.1285821915766013
meditation,Retrieval,5,frontopolar,24.0,0.1015817084382458
meditation,Retrieval,5,frontopolar,24.5,0.0840919112087997
meditation,Retrieval,5,frontopolar,25.0,0.0776058581274916
meditation,Retrieval,5,frontopolar,25.5,0.0612913305613188
meditation,Retrieval,5,frontopolar,26.0,0.0485670661315515
meditation,Retrieval,5,frontopolar,26.5,0.0337315903549848
meditation,Retrieval,5,frontopolar,27.0,0.0826013235449453
meditation,Retrieval,5,frontopolar,27.5,0.0619988412336503
meditation,Retrieval,5,frontopolar,28.0,0.0425315756992111
meditation,Retrieval,5,frontopolar,28.5,0.0678626954879698
meditation,Retrieval,5,frontopolar,29.0,0.0476863392509865
meditation,Retrieval,5,frontopolar,29.5,0.047760052489378
meditation,Retrieval,5,frontopolar,30.0,0.0378540067325575
meditation,Retrieval,5,frontopolar,30.5,0.0725705336188853
meditation,Retrieval,5,frontopolar,31.0,0.0975751184654346
meditation,Retrieval,5,frontopolar,31.5,0.0451109694801527
meditation,Retrieval,5,frontopolar,32.0,0.0789687492314186
meditation,Retrieval,5,frontopolar,32.5,0.0674587014437829
meditation,Retrieval,5,frontopolar,33.0,0.0788960074082958
meditation,Retrieval,5,frontopolar,33.5,0.0830786795769499
meditation,Retrieval,5,frontopolar,34.0,0.0637774016609098
meditation,Retrieval,5,frontopolar,34.5,0.0351449062286184
meditation,Retrieval,5,frontopolar,35.0,0.0463869093788262
meditation,Retrieval,5,frontopolar,35.5,0.0559406208128662
meditation,Retrieval,5,frontopolar,36.0,0.044604503998062
meditation,Retrieval,5,frontopolar,36.5,0.0378468991487112
meditation,Retrieval,5,frontopolar,37.0,0.0422112407252924
meditation,Retrieval,5,frontopolar,37.5,0.0239626613098208
meditation,Retrieval,5,frontopolar,38.0,0.0127857987588446
meditation,Retrieval,5,frontopolar,38.5,0.009945196183189
meditation,Retrieval,5,frontopolar,39.0,0.0048962385534402
meditation,Retrieval,5,frontopolar,39.5,0.00358218071292
meditation,Retrieval,5,frontopolar,40.0,0.0037059124073878
meditation,Retrieval,6,frontopolar,0.5,0.0071228313256905
meditation,Retrieval,6,frontopolar,1.0,0.0634213654250093
meditation,Retrieval,6,frontopolar,1.5,0.1334711630977501
meditation,Retrieval,6,frontopolar,2.0,0.1027624362916005
meditation,Retrieval,6,frontopolar,2.5,0.1093503296325462
meditation,Retrieval,6,frontopolar,3.0,0.1019382929245633
meditation,Retrieval,6,frontopolar,3.5,0.1187804856477366
meditation,Retrieval,6,frontopolar,4.0,0.0672259789527147
meditation,Retrieval,6,frontopolar,4.5,0.0636331556275032
meditation,Retrieval,6,frontopolar,5.0,0.0412600774185786
meditation,Retrieval,6,frontopolar,5.5,0.0763045705847032
meditation,Retrieval,6,frontopolar,6.0,0.0432578645895278
meditation,Retrieval,6,frontopolar,6.5,0.0414605401464946
meditation,Retrieval,6,frontopolar,7.0,0.0618960987077269
meditation,Retrieval,6,frontopolar,7.5,0.0660526162540084
meditation,Retrieval,6,frontopolar,8.0,0.0528914385186159
meditation,Retrieval,6,frontopolar,8.5,0.0235302684516549
meditation,Retrieval,6,frontopolar,9.0,0.0315122567215769
meditation,Retrieval,6,frontopolar,9.5,0.0327762233259717
meditation,Retrieval,6,frontopolar,10.0,0.0559529662883201
meditation,Retrieval,6,frontopolar,10.5,0.0525948287006472
meditation,Retrieval,6,frontopolar,11.0,0.0483699379916134
meditation,Retrieval,6,frontopolar,11.5,0.0408606855593308
meditation,Retrieval,6,frontopolar,12.0,0.0465729110081557
meditation,Retrieval,6,frontopolar,12.5,0.0432813017273003
meditation,Retrieval,6,frontopolar,13.0,0.0477514454174512
meditation,Retrieval,6,frontopolar,13.5,0.0744081753430528
meditation,Retrieval,6,frontopolar,14.0,0.0653540870444985
meditation,Retrieval,6,frontopolar,14.5,0.0944950928213066
meditation,Retrieval,6,frontopolar,15.0,0.0529159503348116
meditation,Retrieval,6,frontopolar,15.5,0.0650558739743105
meditation,Retrieval,6,frontopolar,16.0,0.0537694516663383
meditation,Retrieval,6,frontopolar,16.5,0.0431914520244276
meditation,Retrieval,6,frontopolar,17.0,0.0740338654780581
meditation,Retrieval,6,frontopolar,17.5,0.0940387855990817
meditation,Retrieval,6,frontopolar,18.0,0.0591894501000689
meditation,Retrieval,6,frontopolar,18.5,0.0308248226405876
meditation,Retrieval,6,frontopolar,19.0,0.0541511126393174
meditation,Retrieval,6,frontopolar,19.5,0.0619266539740653
meditation,Retrieval,6,frontopolar,20.0,0.0414113763443005
meditation,Retrieval,6,frontopolar,20.5,0.02913137066014
meditation,Retrieval,6,frontopolar,21.0,0.0995511087265568
meditation,Retrieval,6,frontopolar,21.5,0.0579640739033443
meditation,Retrieval,6,frontopolar,22.0,0.0289098203811522
meditation,Retrieval,6,frontopolar,22.5,0.0255582925062337
meditation,Retrieval,6,frontopolar,23.0,0.0606539115666331
meditation,Retrieval,6,frontopolar,23.5,0.075736304548157
meditation,Retrieval,6,frontopolar,24.0,0.0405248209612482
meditation,Retrieval,6,frontopolar,24.5,0.0300653801459916
meditation,Retrieval,6,frontopolar,25.0,0.0396498313145093
meditation,Retrieval,6,frontopolar,25.5,0.0441509590517937
meditation,Retrieval,6,frontopolar,26.0,0.0287186255512167
meditation,Retrieval,6,frontopolar,26.5,0.0608603000103292
meditation,Retrieval,6,frontopolar,27.0,0.0947788661328918
meditation,Retrieval,6,frontopolar,27.5,0.0730865519306487
meditation,Retrieval,6,frontopolar,28.0,0.0288271851545394
meditation,Retrieval,6,frontopolar,28.5,0.0492452766093244
meditation,Retrieval,6,frontopolar,29.0,0.0415031907077304
meditation,Retrieval,6,frontopolar,29.5,0.0583688406460087
meditation,Retrieval,6,frontopolar,30.0,0.0708636542978686
meditation,Retrieval,6,frontopolar,30.5,0.0921212087939074
meditation,Retrieval,6,frontopolar,31.0,0.0661946340339075
meditation,Retrieval,6,frontopolar,31.5,0.0508108856720184
meditation,Retrieval,6,frontopolar,32.0,0.0334597198158707
meditation,Retrieval,6,frontopolar,32.5,0.0278012057385818
meditation,Retrieval,6,frontopolar,33.0,0.0155852122085953
meditation,Retrieval,6,frontopolar,33.5,0.0188390760820988
meditation,Retrieval,6,frontopolar,34.0,0.0378503781204055
meditation,Retrieval,6,frontopolar,34.5,0.0268619706385392
meditation,Retrieval,6,frontopolar,35.0,0.0226165568979854
meditation,Retrieval,6,frontopolar,35.5,0.0183038297581712
meditation,Retrieval,6,frontopolar,36.0,0.0180010072180975
meditation,Retrieval,6,frontopolar,36.5,0.0144657815522729
meditation,Retrieval,6,frontopolar,37.0,0.0134731891079708
meditation,Retrieval,6,frontopolar,37.5,0.0106814960321787
meditation,Retrieval,6,frontopolar,38.0,0.0110857822327928
meditation,Retrieval,6,frontopolar,38.5,0.0067452959198294
meditation,Retrieval,6,frontopolar,39.0,0.0057809605259289
meditation,Retrieval,6,frontopolar,39.5,0.0027086222056136
meditation,Retrieval,6,frontopolar,40.0,0.0022394684124259
meditation,Retrieval,7,frontopolar,0.5,0.1943631248376605
meditation,Retrieval,7,frontopolar,1.0,1.095283078678789
meditation,Retrieval,7,frontopolar,1.5,1.0075414613750588
meditation,Retrieval,7,frontopolar,2.0,1.6846429134914005
meditation,Retrieval,7,frontopolar,2.5,1.6723040306846308
meditation,Retrieval,7,frontopolar,3.0,0.6896861557389036
meditation,Retrieval,7,frontopolar,3.5,0.846819251673981
meditation,Retrieval,7,frontopolar,4.0,0.7713081652359454
meditation,Retrieval,7,frontopolar,4.5,0.4933668940624858
meditation,Retrieval,7,frontopolar,5.0,0.5061031591539057
meditation,Retrieval,7,frontopolar,5.5,0.3574525177897495
meditation,Retrieval,7,frontopolar,6.0,0.376348141207156
meditation,Retrieval,7,frontopolar,6.5,0.3913974556048905
meditation,Retrieval,7,frontopolar,7.0,0.3176355689988596
meditation,Retrieval,7,frontopolar,7.5,0.3972148506717211
meditation,Retrieval,7,frontopolar,8.0,0.3743308702239269
meditation,Retrieval,7,frontopolar,8.5,0.5384067999247866
meditation,Retrieval,7,frontopolar,9.0,0.8630066110571117
meditation,Retrieval,7,frontopolar,9.5,1.4358606653841002
meditation,Retrieval,7,frontopolar,10.0,0.6386203772093373
meditation,Retrieval,7,frontopolar,10.5,0.6234642949527323
meditation,Retrieval,7,frontopolar,11.0,0.2786786387783953
meditation,Retrieval,7,frontopolar,11.5,0.2778888027300804
meditation,Retrieval,7,frontopolar,12.0,0.224133097192725
meditation,Retrieval,7,frontopolar,12.5,0.4211113324412849
meditation,Retrieval,7,frontopolar,13.0,0.303429241972216
meditation,Retrieval,7,frontopolar,13.5,0.2965928259558342
meditation,Retrieval,7,frontopolar,14.0,0.2891775484118597
meditation,Retrieval,7,frontopolar,14.5,0.1539086686141796
meditation,Retrieval,7,frontopolar,15.0,0.1861613436253428
meditation,Retrieval,7,frontopolar,15.5,0.1712398990747205
meditation,Retrieval,7,frontopolar,16.0,0.1211963771772968
meditation,Retrieval,7,frontopolar,16.5,0.227970374033567
meditation,Retrieval,7,frontopolar,17.0,0.2824716005110251
meditation,Retrieval,7,frontopolar,17.5,0.2592872731369371
meditation,Retrieval,7,frontopolar,18.0,0.4824752031247098
meditation,Retrieval,7,frontopolar,18.5,0.3225661085032398
meditation,Retrieval,7,frontopolar,19.0,0.2575002467300624
meditation,Retrieval,7,frontopolar,19.5,0.2077242413511398
meditation,Retrieval,7,frontopolar,20.0,0.2117088722968774
meditation,Retrieval,7,frontopolar,20.5,0.2322958203737652
meditation,Retrieval,7,frontopolar,21.0,0.1290864939810248
meditation,Retrieval,7,frontopolar,21.5,0.1295645968147687
meditation,Retrieval,7,frontopolar,22.0,0.1327888152917289
meditation,Retrieval,7,frontopolar,22.5,0.099503259604592
meditation,Retrieval,7,frontopolar,23.0,0.1368315601221241
meditation,Retrieval,7,frontopolar,23.5,0.054213467057413
meditation,Retrieval,7,frontopolar,24.0,0.1376168508930407
meditation,Retrieval,7,frontopolar,24.5,0.2386319863102335
meditation,Retrieval,7,frontopolar,25.0,0.1361642233061384
meditation,Retrieval,7,frontopolar,25.5,0.1169440877586055
meditation,Retrieval,7,frontopolar,26.0,0.1137629466322606
meditation,Retrieval,7,frontopolar,26.5,0.1187032560980464
meditation,Retrieval,7,frontopolar,27.0,0.1776260406035088
meditation,Retrieval,7,frontopolar,27.5,0.1393294552306001
meditation,Retrieval,7,frontopolar,28.0,0.1900329587003493
meditation,Retrieval,7,frontopolar,28.5,0.160136426432727
meditation,Retrieval,7,frontopolar,29.0,0.0989553133401135
meditation,Retrieval,7,frontopolar,29.5,0.1339129629388329
meditation,Retrieval,7,frontopolar,30.0,0.1050475243568249
meditation,Retrieval,7,frontopolar,30.5,0.0992045356895518
meditation,Retrieval,7,frontopolar,31.0,0.1341480984417564
meditation,Retrieval,7,frontopolar,31.5,0.0400168500416399
meditation,Retrieval,7,frontopolar,32.0,0.072624202755428
meditation,Retrieval,7,frontopolar,32.5,0.1045134594585235
meditation,Retrieval,7,frontopolar,33.0,0.08855544793908
meditation,Retrieval,7,frontopolar,33.5,0.1010967053209729
meditation,Retrieval,7,frontopolar,34.0,0.0714633888284511
meditation,Retrieval,7,frontopolar,34.5,0.0669701644280345
meditation,Retrieval,7,frontopolar,35.0,0.06739235997457
meditation,Retrieval,7,frontopolar,35.5,0.0929959281652008
meditation,Retrieval,7,frontopolar,36.0,0.096860310151997
meditation,Retrieval,7,frontopolar,36.5,0.0585382403795543
meditation,Retrieval,7,frontopolar,37.0,0.0334468122026845
meditation,Retrieval,7,frontopolar,37.5,0.025012820793831
meditation,Retrieval,7,frontopolar,38.0,0.0234955218253283
meditation,Retrieval,7,frontopolar,38.5,0.0106908277074069
meditation,Retrieval,7,frontopolar,39.0,0.0229273621990752
meditation,Retrieval,7,frontopolar,39.5,0.0150302240289749
meditation,Retrieval,7,frontopolar,40.0,0.0106891766592575
meditation,Retrieval,1,lateral_frontal,0.5,0.4576673398063954
meditation,Retrieval,1,lateral_frontal,1.0,4.604744572626839
meditation,Retrieval,1,lateral_frontal,1.5,7.314562596444544
meditation,Retrieval,1,lateral_frontal,2.0,8.200859643613517
meditation,Retrieval,1,lateral_frontal,2.5,5.269490015693712
meditation,Retrieval,1,lateral_frontal,3.0,4.527902378004673
meditation,Retrieval,1,lateral_frontal,3.5,3.419958046683508
meditation,Retrieval,1,lateral_frontal,4.0,2.3149333380637547
meditation,Retrieval,1,lateral_frontal,4.5,1.0258053702801726
meditation,Retrieval,1,lateral_frontal,5.0,1.6417029255472302
meditation,Retrieval,1,lateral_frontal,5.5,1.556615115552198
meditation,Retrieval,1,lateral_frontal,6.0,0.6925005968198956
meditation,Retrieval,1,lateral_frontal,6.5,1.1269487027383098
meditation,Retrieval,1,lateral_frontal,7.0,0.9610977209519288
meditation,Retrieval,1,lateral_frontal,7.5,0.7414101860364011
meditation,Retrieval,1,lateral_frontal,8.0,0.3676281618956897
meditation,Retrieval,1,lateral_frontal,8.5,0.5544722570240136
meditation,Retrieval,1,lateral_frontal,9.0,0.3756430914311307
meditation,Retrieval,1,lateral_frontal,9.5,0.4912593104039665
meditation,Retrieval,1,lateral_frontal,10.0,0.4026109556314762
meditation,Retrieval,1,lateral_frontal,10.5,0.4395751693891869
meditation,Retrieval,1,lateral_frontal,11.0,0.4093324733177123
meditation,Retrieval,1,lateral_frontal,11.5,0.2653250072017664
meditation,Retrieval,1,lateral_frontal,12.0,0.2340327915592656
meditation,Retrieval,1,lateral_frontal,12.5,0.1773899658950082
meditation,Retrieval,1,lateral_frontal,13.0,0.3145002263616847
meditation,Retrieval,1,lateral_frontal,13.5,0.2805478908647508
meditation,Retrieval,1,lateral_frontal,14.0,0.4849493951495814
meditation,Retrieval,1,lateral_frontal,14.5,0.28730411306043
meditation,Retrieval,1,lateral_frontal,15.0,0.3044156150997004
meditation,Retrieval,1,lateral_frontal,15.5,0.2916060234967976
meditation,Retrieval,1,lateral_frontal,16.0,0.2430494768220127
meditation,Retrieval,1,lateral_frontal,16.5,0.362946553652223
meditation,Retrieval,1,lateral_frontal,17.0,0.3609275359967592
meditation,Retrieval,1,lateral_frontal,17.5,0.1912883664046205
meditation,Retrieval,1,lateral_frontal,18.0,0.2017034708418048
meditation,Retrieval,1,lateral_frontal,18.5,0.2099202004533091
meditation,Retrieval,1,lateral_frontal,19.0,0.2146182706430264
meditation,Retrieval,1,lateral_frontal,19.5,0.2650534582251099
meditation,Retrieval,1,lateral_frontal,20.0,0.2259074427040089
meditation,Retrieval,1,lateral_frontal,20.5,0.1210492427348735
meditation,Retrieval,1,lateral_frontal,21.0,0.2343421967414777
